Creature Name,Creature ID
Dragon Gamma (Fjordur),Dragon_Character_BP_Boss_Easy_FJ_C
Dragon Gamma (Valguero),Dragon_Character_BP_Boss_Easy_C
Eel Minion Alpha,EelMinion_Character_BP_Hard_C
Eel Minion Beta,EelMinion_Character_BP_Medium_C
Eel Minion Gamma,EelMinion_Character_BP_Easy_C
Exo-Mek (RTS),Exosuit_RTS_Character_BP_C
Exo-Mek (Final Fight),Exosuit_Character_BP_FinalFight_C
Fenrir,Fenrir_Character_BP_C
Fenrir Mini Boss,Fenrir_Character_BP_MiniBoss_C
Fenrir Minion,Fenrir_Character_BP_Minion_C
Fenrisulfr Alpha,Fenrir_Character_BP_Boss_Hard_C
Fenrisulfr Beta,Fenrir_Character_BP_Boss_Medium_C
Fenrisulfr Gamma,Fenrir_Character_BP_Boss_Easy_C
Fjordhawk,Fjordhawk_Character_BP_C
Hati,Fenrir_Character_BP_MiniBoss_Hati_C
Ice Golem,IceGolem_Character_BP_C
Ice Wyvern (Lost Island),Ragnarok_Wyvern_Override_Ice_C
Iceworm Minion,Iceworm_Character_Minion_BP_smaller_C
Malfunctioned Attack Drone,EndDrone_Character_BP_Malfunctioned_C
Malfunctioned Defense Unit,EndTank_Character_BP_Malfunctioned_C
Malfunctioned Enforcer,Enforcer_Character_BP_Malfunctioned_C
Malfunctioned Tek Giganotosaurus,BionicGigant_Character_BP_Malfunctioned_C
Malfunctioned Tek Parasaur,BionicPara_Character_BP_Malfunctioned_C
Malfunctioned Tek Quetzal,BionicQuetz_Character_BP_Malfunctioned_C
Malfunctioned Tek Raptor,BionicRaptor_Character_BP_Malfunctioned_C
Malfunctioned Tek Rex,BionicRex_Character_BP_Malfunctioned_C
Malfunctioned Tek Stegosaurus,BionicStego_Character_BP_Malfunctioned_C
Malfunctioned Tek Triceratops,BionicTrike_Character_BP_Malfunctioned_C
Manticore Alpha (Valguero),Manticore_Character_BP_Hard_C
Manticore Beta (Valguero),Manticore_Character_BP_Medium_C
Manticore Gamma (Valguero),Manticore_Character_BP_Easy_C
Megapithecus Alpha (Fjordur),Gorilla_Character_BP_Hard_FJ_C
Megapithecus Alpha (Valguero),Gorilla_Character_BP_Hard_C
Megapithecus Beta (Valguero),Gorilla_Character_BP_Medium_C
Megapithecus Beta (Fjordur),Gorilla_Character_BP_Medium_FJ_C
Megapithecus Gamma (Valguero),Gorilla_Character_BP_Easy_C
Megapithecus Gamma (Fjordur),Gorilla_Character_BP_Easy_FJ_C
Moeder Alpha,EelBoss_Character_BP_Hard_C
Moeder Beta,EelBoss_Character_BP_Medium_C
Moeder Gamma,EelBoss_Character_BP_Easy_C
Net Breaking Piranha,Piranha_Character_BP_BreakNet_C
R-Direbear,Direbear_Character_BP_Rockwell_C
R-Reaper King,Xenomorph_Character_BP_Male_Gen2_C
R-Reaper Queen,Xenomorph_Character_BP_Female_Gen2_C
Rare Sabertooth Salmon,Salmon_Character_Rare_BP_C
Rockwell Node Alpha,RockwellNode_Character_BP_FinalFight_Alpha_C
Rockwell Node Beta,RockwellNode_Character_BP_FinalFight_Beta_C
Rockwell Node Gamma,RockwellNode_Character_BP_FinalFight_Gamma_C
Rockwell Prime Alpha,RockwellNode_Character_BP_Boss_Alpha_C
Rockwell Prime Beta,RockwellNode_Character_BP_Boss_Beta_C
Rockwell Prime Gamma,RockwellNode_Character_BP_Boss_Gamma_C
Rubble Bear,Direbear_Character_BP_SteinbjornMinion_C
Shadowmane Female,LionfishLion_Character_BP_Female_C
Sinomacrops Minion,Sinomacrops_Character_BP_Minion_C
Skoll,Fenrir_Character_BP_MiniBoss_Skoll_C
Steinbjorn,Steinbjorn_Character_BP_C
Summoned Aberrant Arthropluera,Arthro_Character_BP_Aberrant_Summoned_C
Summoned Araneo,SpiderS_Character_BP_Summoned_C
Summoned Argentavis,Argent_Character_BP_Summoned_C
Summoned Baryonyx,Baryonyx_Character_BP_Summoned_C
Summoned Basilisk,Basilisk_Character_BP_Summoned_C
Summoned Bloodstalker,BogSpider_Character_BP_Summoned_C
Summoned Direbear,Direbear_Character_BP_Summoned_C
Summoned Ferox,Shapeshifter_Large_Character_BP_Summoned_C
Summoned Kaprosuchus,Kaprosuchus_Character_BP_Summoned_C
Summoned Karkinos,Crab_Character_BP_Summoned_C
Summoned Magmasaur,Cherufe_Character_BP_Summoned_C
Summoned Managarmr,IceJumper_Character_BP_Summoned_C
Summoned Mantis,Mantis_Character_BP_Summoned_C
Summoned Microraptor,Microraptor_Character_BP_Summoned_C
Summoned Onyc,Bat_Character_BP_Summoned_C
Summoned Paraceratherium,Paracer_Character_BP_Summoned_C
Summoned Pteranodon,Ptero_Character_BP_Summoned_C
Summoned Purlovia,Purlovia_Character_BP_Summoned_C
Summoned R-Allosaurus,Allo_Character_BP_Rockwell_Summoned_C
Summoned R-Brontosaurus,Sauropod_Character_BP_Rockwell_Summoned_C
Summoned R-Carnotaurus,Carno_Character_BP_Rockwell_Summoned_C
Summoned R-Daeodon,Daeodon_Character_BP_Eden_Summoned_C
Summoned R-Dilophosaur,Dilo_Character_BP_Rockwell_Summoned_C
Summoned R-Direbear,Direbear_Character_BP_Rockwell_Summoned_C
Summoned R-Direwolf,Direwolf_Character_BP_Eden_Summoned_C
Summoned R-Megatherium,Megatherium_Character_BP_Eden_Summoned_C
Summoned R-Quetzal,Quetz_Character_BP_Rockwell_Summoned_C
Summoned R-Reaper King,Xenomorph_Character_BP_Male_Gen2_Summoned_C
Summoned R-Snow Owl,Owl_Character_BP_Eden_Summoned_C
Summoned R-Thylacoleo,Thylacoleo_Character_BP_Eden_Summoned_C
Summoned R-Velonasaur,Spindles_Character_BP_Rockwell_Summoned_C
Summoned Ravager,CaveWolf_Character_BP_Summoned_C
Summoned Rex,Rex_Character_BP_Summoned_C
Summoned Rock Drake,RockDrake_Character_BP_Summoned_C
Summoned Rock Elemental,RockGolem_Character_BP_Summoned_C
Summoned Sabertooth,Saber_Character_BP_Summoned_C
Summoned Sarco,Sarco_Character_BP_Summoned_C
Summoned Shadowmane,LionfishLion_Character_BP_Summoned_C
Summoned Spino,Spino_Character_BP_Summoned_C
Summoned Stegosaurus,Stego_Character_BP_Summoned_C
Summoned Terror Bird,TerrorBird_Character_BP_Summoned_C
Summoned Therizinosaur,Therizino_Character_BP_Summoned_C
Summoned Thorny Dragon,SpineyLizard_Character_BP_Summoned_C
Summoned Titanoboa,BoaFrill_Character_BP_Summoned_C
Summoned Triceratops,Trike_Character_BP_Summoned_C
Summoned Yutyrannus,Yutyrannus_Character_BP_Summoned_C
Summoner Alpha,Summoner_Character_BP_FinalFight_Alpha_C
Summoner Beta,Summoner_Character_BP_FinalFight_Beta_C
Summoner Gamma,Summoner_Character_BP_FinalFight_Gamma_C
Tamed R-Reaper King,Xenomorph_Character_BP_Male_Tamed_Gen2_C
Young Malfunctioned Tek Rex,BionicRex_Character_BP_Malfunctioned_Adolescent_C
Reaper Prince,Xenomorph_Character_BP_Male_InitialBuryOnly_Adolescent_C
Fenris├║lfr,Fenrir_Character_BP_Boss_C
Reaper Prince (Escort),Xenomorph_Character_BP_Male_InitialBuryOnly_Adolescent_Escort_C
Megapithecus (Gauntlet),Gorilla_Character_BP_Gauntlet_C
Malfunctioned Tek Giganotosaurus (Gauntlet),BionicGigant_Character_BP_Malfunctioned_Gauntlet_C
Malfunctioned Tek Parasaur (Gauntlet),BionicPara_Character_BP_Malfunctioned_Gauntlet_C
Malfunctioned Tek Quetzal (Gauntlet),BionicQuetz_Character_BP_Malfunctioned_Gauntlet_C
Malfunctioned Tek Raptor (Gauntlet),BionicRaptor_Character_BP_Malfunctioned_Gauntlet_C
Malfunctioned Tek Rex (Gauntlet),BionicRex_Character_BP_Malfunctioned_Gauntlet_C
Malfunctioned Tek Stegosaurus (Gauntlet),BionicStego_Character_BP_Malfunctioned_Gauntlet_C
Malfunctioned Tek Triceratops (Gauntlet),BionicTrike_Character_BP_Malfunctioned_Gauntlet_C
Reaper Prince (Gauntlet),Xenomorph_Character_BP_Male_InitialBuryOnly_Adolescent_Gauntlet_C
Brute Fire Wyvern,Wyvern_Character_BP_Fire_GauntletBoss_C
Brute Mammoth,Mammoth_Character_BP_Hunt_C
Brute Ferox,Shapeshifter_Large_Character_BP_Hunt_C
Brute X-Yutyrannus,Snow_Yutyrannus_Character_BP_Hunt_C
Brute Megaloceros,Stag_Character_BP_Hunt_C
Brute Megaloceros (Mega),Stag_Character_BP_Hunt_Mega_C
Brute Bloodstalker,BogSpider_Character_BP_Hunt_C
Brute X-Raptor,Bog_Raptor_Character_BP_Hunt_C
Brute X-Spino,Bog_Spino_Character_BP_Hunt_C
Brute Sarco,Sarco_Character_BP_Hunt_C
Brute Araneo,SpiderS_Character_BP_Hunt_C
Brute Malfunctioned Tek Giganotosaurus,BionicGigant_Character_BP_Malfunctioned_Hunt_C
Malfunctioned Tek Rex (Hunt),BionicRex_Character_BP_Malfunctioned_Adolescent_Hunt_C
Brute Malfunctioned Tek Rex,BionicRex_Character_BP_Malfunctioned_Hunt_C
Brute Seeker,Pteroteuthis_Char_BP_HuntFollower_C
Brute Astrocetus,SpaceWhale_Character_BP_Brute_C
Brute Reaper King,Xenomorph_Character_BP_Male_InitialBuryOnly_Hunt_C
Brute Basilosaurus,Basilosaurus_Character_BP_Hunt_C
Brute Leedsichthys,Leedsichthys_Character_BP_Hunt_C
Brute X-Megalodon,Ocean_Megalodon_Character_BP_Hunt_C
Brute X-Mosasaurus,Ocean_Mosa_Character_BP_Hunt_C
Brute Plesiosaur,Plesiosaur_Character_BP_Hunt_C
Brute Tusoteuthis,Tusoteuthis_Character_BP_Hunt_C
Brute Magmasaur,Cherufe_Character_BP_Hunt_C
Brute X-Allosaurus,Volcano_Allo_Character_BP_Hunt_C
Brute X-Rock Elemental,Volcano_Golem_Character_BP_Hunt_C
Brute X-Rex,Volcano_Rex_Character_BP_Hunt_C
Hover Skiff (Race),TekHoverSkiff_Character_BP_Race_C
Malfunctioned Tek Parasaur (Retrieve),BionicPara_Character_BP_Malfunctioned_Retrieve_C
Malfunctioned Tek Quetzal (Retrieve),BionicQuetz_Character_BP_Malfunctioned_Retrieve_C
Malfunctioned Tek Raptor (Retrieve),BionicRaptor_Character_BP_Malfunctioned_Retrieve_C
Malfunctioned Tek Rex (Retrieve),BionicRex_Character_BP_Malfunctioned_Retrieve_C
Malfunctioned Tek Stegosaurus (Retrieve),BionicStego_Character_BP_Malfunctioned_Retrieve_C
Malfunctioned Tek Triceratops (Retrieve),BionicTrike_Character_BP_Malfunctioned_Retrieve_C
Reaper Prince (Retrieve),Xenomorph_Character_BP_Male_InitialBuryOnly_Adolescent_Retrieve_C
Injured Brute Reaper King (Retrieve),Xenomorph_Character_BP_Male_InitialBuryOnly_Brute_Retrieve_C
Golden Striped Megalodon (Retrieve),Ocean_Megalodon_Character_BP_Retrieve_C
Golden Striped Brute Megalodon,Ocean_Megalodon_Character_BP_Retrieve_Brute_C
Alpha X-Triceratops,Volcano_Trike_Character_BP_Retrieve_Alpha_C
HoverSkiff,TekHoverSkiff_Character_BP_C
Cruise Missile,TekCruiseMissile_Character_BP_C
Canoe,Canoe_BP_C
RockwellPrime,RockwellNode_Character_BP_C
Tek Hoversail,TekHoverSail_Character_BP_C
Tek Hoversail (Race),TekHoverSail_Character_BP_Race_C
Brute Ferox (Gen2),Shapeshifter_Large_Character_BP_Hunt_Gen2_C
VR Allosaurus,Allo_Character_BP_TameSTA_C
VR Bloodstalker,BogSpider_Character_TameSTA_C
VR Ravager,CaveWolf_Character_BP_TameSTA_C
VR Karkinos,Crab_Character_BP_TameSTA_C
VR Dimorphodon,Dimorph_Character_BP_TameSTA_C
VR Enforcer,Enforcer_Character_BP_TameSTA_C
VR Kaprosuchus,Kaprosuchus_Character_BP_TameSTA_C
VR Shadowmane,LionfishLion_Character_BP_TameSTA_C
VR Mantis,Mantis_Character_BP_TameSTA_C
VR Lymantria,Moth_Character_BP_TameSTA_C
VR Raptor,Raptor_Character_BP_TameSTA_C
VR Ferox,Shapeshifter_Large_Character_BP_TameSTA_C
VR Astrodelphis,SpaceDolphin_Character_BP_TameSTA_C
VR Velonasaur,Spindles_Character_BP_TameSTA_C
VR Stegosaurus,Stego_Character_BP_TameSTA_C
VR Triceratops,Trike_Character_BP_TameSTA_C
VR Argentavis (Malfunctioned),Argent_Character_BP_LifeSupport_C
VR Onyc (Malfunctioned),Bat_Character_BP_LifeSupport_C
Malfunctioned Tek Raptor (Malfunctioned),BionicRaptor_Character_BP_Malfunctioned_LifeSupport_C
Malfunctioned Tek Stegosaurus (Malfunctioned),BionicStego_Character_BP_Malfunctioned_LifeSupport_C
Malfunctioned Tek Triceratops (Malfunctioned),BionicTrike_Character_BP_Malfunctioned_LifeSupport_C
Malfunctioned Enforcer (Malfunctioned),Enforcer_Character_BP_Malfunctioned_LifeSupport_C
Malfunctioned Mek Knight (Malfunctioned),Mek_Character_BP_LifeSupport_C
VR Parasaur (Malfunctioned),Para_Character_BP_LifeSupport_C
VR Rex (Malfunctioned),Rex_Character_BP_LifeSupport_C
Malfunctioned Tek Stryder (Malfunctioned),TekStrider_Character_BP_LifeSupport_C
VR Argentavis (Mashup),Argent_Character_BP_ExpG_C
VR Onyc (Mashup),Bat_Character_BP_ExpG_C
VR Carnotaurus (Mashup),Carno_Character_BP_ExpG_C
VR Chalicotherium (Mashup),Chalico_Character_BP_ExpG_C
Experimental Giganotosaurus (Mashup),Gigant_Character_BP_ExpG_C
VR Kaprosuchus (Mashup),Kaprosuchus_Character_BP_ExpG_C
VR Megatherium (Mashup),Megatherium_Character_BP_ExpG_C
VR Lymantria (Mashup),Moth_Character_BP_ExpG_C
VR Pachy (Mashup),Pachy_Character_BP_ExpG_C
VR Parasaur (Mashup),Para_Character_BP_ExpG_C
VR Raptor (Mashup),Raptor_Character_BP_ExpG_C
VR Rex (Mashup),Rex_Character_BP_ExpG_C
VR Pulmonoscorpius (Mashup),Scorpion_Character_BP_ExpG_C
VR Araneo (Mashup),SpiderS_Character_BP_ExpG_C
VR Tapejara (Mashup),Tapejara_Character_BP_ExpG_C
VR Terror Bird (Mashup),TerrorBird_Character_BP_ExpG_C
VR Onyc (Maze),Bat_Character_BP_CorrMaze_C
VR Titanoboa (Maze),BoaFrill_Character_BP_CorrMaze_C
VR Carnotaurus (Maze),Carno_Character_BP_CorrMaze_C
VR Dilophosaur (Maze),Dilo_Character_BP_CorrMaze_C
VR Kaprosuchus (Maze),Kaprosuchus_Character_BP_CorrMaze_C
VR Mantis (Maze),Mantis_Character_BP_CorrMaze_C
VR Megalania (Maze),Megalania_Character_BP_CorrMaze_C
VR Lymantria (Maze),Moth_Character_BP_CorrMaze_C
VR Raptor (Maze),Raptor_Character_BP_CorrMaze_C
VR Pulmonoscorpius (Maze),Scorpion_Character_BP_CorrMaze_C
VR Araneo (Maze),SpiderS_Character_BP_CorrMaze_C
Macro-Summoner,Summoner_Character_BP_CorruptedMaze_C
VR Tapejara (Maze),Tapejara_Character_BP_CorrMaze_C
Hover Skiff (Whale Rescue),TekHoverSkiff_Character_BP_WhaleRescue_C
Static HoverSkiff (Whale Rescue),TekHoverSkiff_Character_BP_WhaleRescue_StaticCharging_C
Canoe (Race),Canoe_BP_Race_C
Canoe (Alpha),Canoe_BP_Race_Alpha_C
Canoe (Beta),Canoe_BP_Race_Beta_C
Canoe (Gamma),Canoe_BP_Race_Gamma_C
Canoe (Team Race),Canoe_BP_TeamRace_C
Canoe (Alpha) (Team Race),Canoe_BP_TeamRace_Alpha_C
Canoe (Beta) (Team Race),Canoe_BP_TeamRace_Beta_C
Canoe (Gamma) (Team Race),Canoe_BP_TeamRace_Gamma_C
Rhyniognatha,Rhynio_Character_BP_C
Motorboat,MotorRaft_BP_C
Raft,Raft_BP_C
Tek ATV,VH_Buggy_C
Archelon,Archelon_Character_BP_ASA_C
Ceratosaurus,Ceratosaurus_Character_BP_ASA_C
Dreadmare,DarkPegasus_Character_BP_C
Deinosuchus,DeinosuchusASA_Character_BP_C
Fasolasuchus,Fasola_Character_BP_C
Aberrant Fasolasuchus,Fasola_Character_BP_Aberrant_C
Pyromane,FireLion_Character_BP_C
Gigantoraptor,Gigantoraptor_Character_BP_C
Aberrant Gigantoraptor,Gigantoraptor_Character_BP_Aberrant_C
Shastasaurus,Shastasaurus_Character_BP_C
Xiphactinus,Xiphactinus_Character_BP_ASA_C
Yi Ling,YiLing_Character_BP_C
Oasisaur,Oasisaur_Character_BP_C
Oasisaur (Vulture),Vulture_Character_BP_OasisaurTaming_C
SIR-5rM8,HelperBot_Character_BP_C
Cosmo,JumpingSpider_Character_BP_C
Aberrant Oviraptor,Oviraptor_Character_BP_Aberrant_C
Dreadnoughtus,Dreadnoughtus_Character_BP_C
King Titan,KingKaiju_Character_BP_WorldBoss_C
Armadoggo,Doggo_Character_BP_C
Broodmother Lysrix (Gauntlet),SpiderL_Character_BP_Gauntlet_C
Maeguana,Maelizard_Character_BP_C
Deinotherium,DeinotheriumASA_Character_BP_C
Cat,CAT_Character_BP_C
Abyssal Ankylosaurus,Ankylo_Character_BP_Abyssal_C
Abyssal Moschops,Moschops_Character_BP_Abyssal_C
Abyssal Procoptodon,Procoptodon_Character_BP_Abyssal_C
Abyssal Reaper Queen,Reaper_Character_BP_Female_Abyssal_C
Abyssal Reaper King,Reaper_Character_BP_Male_Abyssal_C
Abyssal Reaper Offspring,Reaper_Character_BP_Offspring_Abyssal_C
Alpha Abyssal Rex,MegaRex_Character_BP_Abyssal_C
Abyssal Rex,Rex_Character_BP_Abyssal_C
Abyssal Stegosaurus,Stego_Character_BP_Abyssal_C
Abyssal Therizinosaur,Therizino_Character_BP_Abyssal_C
Abyssal Thylacoleo,Thylacoleo_Character_BP_Abyssal_C
Abyssal Yutyrannus,Yutyrannus_Character_BP_Abyssal_C
Alpha Tridacna (Blue),AlphaCorruptTridacna_Character_BP_Blue_C
Alpha Tridacna (Green),AlphaCorruptTridacna_Character_BP_Green_C
Alpha Tridacna (Red),AlphaCorruptTridacna_Character_BP_Red_C
Alpha Chrysaora,MegaChrysaora_Character_BP_C
Chrysaora,Chrysaora_Character_BP_C
Cymathoa (Gamma),Cymathoa_Character_BP_Easy_C
Cymathoa (Alpha),Cymathoa_Character_BP_Hard_C
Cymathoa,Cymathoa_Character_BP_Medium_C
Alpha Dakosaurus,Dakosaurus_Character_BP_Alpha_C
Dakosaurus,Dakosaurus_Character_BP_C
Large Fractalis Crystal,FractalisCrystal_Large_Fire_C
Large Fractalis Crystal (Stun),FractalisCrystal_Large_Stun_C
Fractalis (Gamma),Fractalis_Character_BP_Easy_C
Fractalis (Alpha),Fractalis_Character_BP_Hard_C
Fractalis,Fractalis_Character_BP_Medium_C
Homarus,Homarus_Character_BP_C
Istiophorus,Istiophorus_Character_BP_C
Kathreptis,Kathreptis_Character_BP_C
Alpha Malleocephalus,MegaMalleocephalus_Character_BP_C
Malleocephalus,Malleocephalus_Character_BP_C
Mantis Shrimp,MantisShrimp_Character_BP_C
Monodon,Monodon_Character_BP_C
Mudpuppy,Mudpuppy_Character_BP_C
Ocepechelon,Ocepechelon_Character_BP_C
Onchopristis,Onchopristis_Character_BP_C
Pygocentrus Minion,PygocentrusMinion_Character_BP_C
Pygocentrus (Gamma),Pygocentrus_Character_BP_Easy_C
Pygocentrus (Alpha),Pygocentrus_Character_BP_Hard_C
Pygocentrus,Pygocentrus_Character_BP_Medium_C
Qarmoutus,Qarmoutus_Character_BP_C
Anglerfish (Rift),Angler_Character_BP_Rift_C
Abyssal Ankylosaurus (Rift),Ankylo_Character_BP_Abyssal_Rift_C
Baryonyx (Rift),Baryonyx_Character_BP_Rift_C
Basilosaurus (Rift),Basilosaurus_Character_BP_Rift_C
Castoroides (Rift),Beaver_Character_BP_Rift_C
Titanoboa (Rift),BoaFrill_Character_BP_Rift_C
Chrysaora (Rift),Chrysaora_Character_BP_Rift_C
Cnidaria (Rift),Cnidaria_Character_BP_Rift_C
Dakosaurus (Rift),Dakosaurus_Character_BP_Rift_C
Dunkleosteus (Rift),Dunkle_Character_BP_Rift_C
Electrophorus (Rift),Eel_Character_BP_Rift_C
Kaprosuchus (Rift),Kaprosuchus_Character_BP_Rift_C
Leech (Rift),Leech_Character_Rift_C
Liopleurodon (Rift),Liopleurodon_Character_BP_Rift_C
Alpha Megalodon (Rift),MEgaMegalodon_Character_BP_Rift_C
Malleocephalus (Rift),Malleocephalus_Character_BP_Rift_C
Manta (Rift),Manta_Character_BP_Rift_C
Mantis Shrimp (Rift),MantisShrimp_Character_BP_Rift_C
Alpha Dakosaurus (Rift),MegaDakosaurus_Character_BP_Rift_C
Alpha Abyssal Rex (Rift),MegaRex_Character_BP_Abyssal_Rift_C
Alpha Water Wyvern (Rift),MegaWyvern_Character_BP_Water_Rift_C
Alpha Tusoteuthis (Rift),Mega_Tusoteuthis_Character_BP_Rift_C
Megalodon (Rift),Megalodon_Character_BP_Rift_C
Monodon (Rift),Monodon_Character_BP_Rift_C
Alpha Mosasaur (Rift),Mosa_Character_BP_Mega_Rift_C
Mosasaurus (Rift),Mosa_Character_BP_Rift_C
Abyssal Moschops (Rift),Moschops_Character_BP_Abyssal_Rift_C
Mudpuppy (Rift),Mudpuppy_Character_BP_Rift_C
Ocepechelon (Rift),Ocepechelon_Character_BP_Rift_C
Onchopristis (Rift),Onchopristis_Character_BP_Rift_C
Piranha (Rift),Piranha_Character_BP_Rift_C
Plesiosaur (Rift),Plesiosaur_Character_BP_Rift_C
Abyssal Procoptodon (Rift),Procoptodon_Character_BP_Abyssal_Rift_C
Abyssal Rex (Rift),Rex_Character_BP_Abyssal_Rift_C
Sarco (Rift),Sarco_Character_BP_Rift_C
Seahorse (Rift),Seahorse_Character_BP_Rift_C
Spino (Rift),Spino_Character_BP_Rift_C
Abyssal Stegosaurus (Rift),Stego_Character_BP_Abyssal_Rift_C
Takifugu (Rift),Takifugu_Character_BP_Rift_C
Abyssal Therizinosaur (Rift),Therizino_Character_BP_Abyssal_Rift_C
Abyssal Thylacoleo (Rift),Thylacoleo_Character_BP_Abyssal_Rift_C
Tiktaalik (Rift),Tiktaalik_Character_BP_Rift_C
Carbonemys (Rift),Turtle_Character_BP_Rift_C
Tusoteuthis (Rift),Tusoteuthis_Character_BP_Rift_C
Water Wyvern (Rift),Wyvern_Character_BP_Water_Rift_C
Abyssal Yutyrannus (Rift),Yutyrannus_Character_BP_Abyssal_Rift_C
Riftcrawler,RiftCrawler_Character_BP_C
Seahorse,Seahorse_Character_BP_C
Stereolepis,Stereolepis_Character_BP_C
Takifugu,Takifugu_Character_BP_C
Thunnus,Thunnus_Character_BP_C
Tiktaalik,Tiktaalik_Character_BP_C
Tridacna,Tridacna_Character_BP_C
Vulcanite,Vulcanite_Character_BP_C
Vulcanite (Boss Add),Vulcanite_Character_BP_BossAdd_C
Vulcanithys (Gamma),Vulcanithys_Character_BP_Easy_C
Vulcanithys (Alpha),Vulcanithys_Character_BP_Hard_C
Vulcanithys,Vulcanithys_Character_BP_Medium_C
Alpha Water Wyvern,MegaWyvern_Character_BP_Water_C
Water Wyvern,Wyvern_Character_BP_Water_C
Daeodon (Escort),Daeodon_Character_BP_Escort_C
Polar Bear (Escort),Direbear_Character_Polar_Escort_C
Direwolf (Escort),Direwolf_Character_BP_Escort_C
Procoptodon (Escort),Procoptodon_Character_BP_Escort_C
X-Sabertooth (Escort),Snow_Saber_Character_BP_Escort_C
Baryonyx (Escort),Baryonyx_Character_BP_Escort_C
Titanoboa (Escort),BoaFrill_Character_BP_Escort_C
X-Raptor (Escort),Bog_Raptor_Character_BP_Escort_C
Terror Bird (Escort),TerrorBird_Character_BP_Escort_C
Beelzebufo (Escort),Toad_Character_BP_Escort_C
Shinehorn (Escort),LanternGoat_Character_BP_Escort_C
Bulbdog (Escort),LanternPug_Character_BP_Escort_C
Seeker (Escort),Pteroteuthis_Char_BP_Escort_C
Anglerfish (Escort),Angler_Character_BP_Escort_C
Electrophorus (Escort),Eel_Character_BP_Escort_C
Megachelon (Escort),GiantTurtle_Character_BP_Escort_C
Liopleurodon (Escort),Liopleurodon_Character_BP_Escort_C
Manta (Escort),Manta_Character_BP_Escort_C
Parakeet Fish School (Escort),MicrobeSwarmChar_BP_Escort_C
X-Ichthyosaurus (Escort),Ocean_Dolphin_Character_BP_Escort_C
X-Dunkleosteus (Escort),Ocean_Dunkle_Character_BP_Escort_C
X-Megalodon (Escort),Ocean_Megalodon_Character_BP_Escort_C
Plesiosaur (Escort),Plesiosaur_Character_BP_Escort_C
Pteranodon (Escort),Ptero_Character_BP_Escort_C
Sabertooth Salmon (Escort),Salmon_Character_BP_Escort_C
Carbonemys (Escort),Turtle_Character_BP_Escort_C
Carnotaurus (Escort),Carno_Character_BP_Escort_C
Parasaur (Escort),Para_Character_BP_Escort_C
Raptor (Escort),Raptor_Character_BP_Escort_C
Pulmonoscorpius (Escort),Scorpion_Character_BP_Escort_C
X-Allosaurus (Escort),Volcano_Allo_Character_BP_Escort_C
X-Rex (Escort),Volcano_Rex_Character_BP_Escort_C
Castoroides (Gauntlet),Beaver_Character_BP_Gauntlet_C
Yeti (Gauntlet),Bigfoot_Character_BP_Gauntlet_C
Chalicotherium (Gauntlet),Chalico_Character_BP_Gauntlet_C
Daeodon (Gauntlet),Daeodon_Character_BP_Gauntlet_C
Polar Bear (Gauntlet),Direbear_Character_Polar_Gauntlet_C
Direwolf (Gauntlet),Direwolf_Character_BP_Gauntlet_C
Rock Elemental (Gauntlet),IceGolem_Character_BP_Gauntlet_C
Managarmr (Gauntlet),IceJumper_Character_BP_Gauntlet_C
Mammoth (Gauntlet),Mammoth_Character_BP_Gauntlet_C
Megatherium (Gauntlet),Megatherium_Character_BP_Gauntlet_C
Snow Owl (Gauntlet),Owl_Character_BP_Gauntlet_C
Ferox (Gauntlet),Shapeshifter_Large_Character_BP_Gauntlet_C
X-Argentavis (Gauntlet),Snow_Argent_Character_BP_Gauntlet_C
X-Woolly Rhino (Gauntlet),Snow_Rhino_Character_BP_Gauntlet_C
X-Sabertooth (Gauntlet),Snow_Saber_Character_BP_Gauntlet_C
X-Yutyrannus (Gauntlet),Snow_Yutyrannus_Character_BP_Gauntlet_C
Therizinosaur (Gauntlet),Therizino_Character_BP_Gauntlet_C
Baryonyx (Gauntlet),Baryonyx_Character_BP_Gauntlet_C
Giant Queen Bee (Gauntlet),Bee_Queen_Character_BP_Gauntlet_C
Titanoboa (Gauntlet),BoaFrill_Character_BP_Gauntlet_C
Bloodstalker (Gauntlet),BogSpider_Character_BP_Gauntlet_C
X-Paraceratherium (Gauntlet),Bog_Paracer_Character_BP_Gauntlet_C
X-Raptor (Gauntlet),Bog_Raptor_Character_BP_Gauntlet_C
X-Spino (Gauntlet),Bog_Spino_Character_BP_Gauntlet_C
X-Tapejara (Gauntlet),Bog_Tapejara_Character_BP_Gauntlet_C
Dilophosaur (Gauntlet),Dilo_Character_BP_Gauntlet_C
Dodo (Gauntlet),Dodo_Character_BP_Aggressive_C
Dodo (Gauntlet Large),Dodo_Character_BP_Aggressive_Large_C
Iguanodon (Gauntlet),Iguanodon_Character_BP_Gauntlet_C
Kaprosuchus (Gauntlet),Kaprosuchus_Character_BP_Gauntlet_C
Mantis (Gauntlet),Mantis_Character_BP_Gauntlet_C
Lymantria (Gauntlet),Moth_Character_BP_Gauntlet_C
Pachyrhinosaurus (Gauntlet),Pachyrhino_Character_BP_Gauntlet_C
Sarco (Gauntlet),Sarco_Character_BP_Gauntlet_C
Araneo (Gauntlet),SpiderS_Character_BP_Gauntlet_C
Terror Bird (Gauntlet),TerrorBird_Character_BP_Gauntlet_C
Beelzebufo (Gauntlet),Toad_Character_BP_Gauntlet_C
